episode,timestep,raw_reward
1,10,-101.53860601987259
2,26,-101.58194456989916
3,35,-101.20708993630458
4,42,-101.30442053520433
5,52,-101.31113393718606
6,61,-101.27257750808467
7,67,-101.32658211108357
8,76,-101.4612260659858
9,92,-102.72253222863907
10,101,-101.70183060815359
11,111,-102.11465982064176
12,119,-101.76760670976729
13,139,-0.8562319491310231
14,144,-100.88861842642412
15,154,-101.30706954981848
16,159,-101.80296561108773
17,173,-101.58378443581348
18,180,-101.31812933298745
19,196,-101.70338271766373
20,206,-101.6950728733122
21,214,-101.35428345141531
22,224,-101.32505356799554
23,232,-101.50503197817177
24,239,-101.27927773181902
25,246,-101.7677125540077
26,258,-101.37557151785971
27,263,-101.05377604145126
28,270,-100.9387919519813
29,281,-101.76805626754961
30,290,-101.12068770515911
31,298,-101.46201786992029
32,309,-101.48224599066529
33,321,-103.52068922828978
34,332,-101.33791086108785
35,339,-100.94931278368523
36,349,-100.88288899277508
37,358,-101.41445071285207
38,369,-101.54206313603241
39,379,-101.87700904160096
40,386,-101.32884987596623
41,393,-101.17138675574125
42,402,-101.52543822543161
43,409,-101.59296107982098
44,417,-100.98939492389646
45,428,-101.52205230020986
46,438,-101.49687126095925
47,445,-101.19224174923636
48,454,-101.7123561218273
49,464,-101.93517146747115
50,474,-101.33052219892642
51,485,-101.1136359089611
52,490,-101.27334643935646
53,496,-100.99415164545121
54,506,-101.10505134598839
55,516,-101.54905925566231
56,525,-101.7065845602961
57,531,-101.4726381226439
58,537,-101.7688701531785
59,553,-101.51768468252583
60,566,-101.2900525913537
61,575,-101.14671609576575
62,592,-101.75052552604151
63,601,-101.5786942935778
64,609,-101.69720357636577
65,617,-101.30205048142093
66,624,-101.27873618477113
67,633,-101.5094092009621
68,638,-100.96032965914254
69,646,-101.54310197020354
70,654,-101.21588615209163
71,661,-101.41834515698355
72,673,-101.5346072154742
73,686,-101.8368065461328
74,691,-100.95896388442644
75,703,-101.23485043065948
76,711,-101.36843883526049
77,722,-101.32379212125173
78,727,-101.56249084409083
79,735,-101.68243383651544
80,741,-101.33219640834201
81,746,-101.79820834903856
82,757,-101.74599147951395
83,766,-101.23119583939614
84,776,-102.50730809541527
85,786,-101.371054633576
86,795,-101.45178246729972
87,802,-101.25471557835594
88,813,-101.64322241489539
89,821,-101.60255213675366
90,832,-102.23868130147707
91,848,-101.5124967329764
92,859,-101.29121524830973
93,868,-101.07638545052117
94,874,-101.55244001404373
